CHAVEZ,0.052,24.883,194
SIMS,0.052,24.936,195
AUSTIN,0.052,24.988,196
PETERS,0.052,25.04,197
KELLEY,0.052,25.092,198
FRANKLIN,0.051,25.143,199
LAWSON,0.051,25.195,200
FIELDS,0.051,25.246,201
GUTIERREZ,0.051,25.297,202
RYAN,0.051,25.348,203
SCHMIDT,0.051,25.4,204
CARR,0.051,25.451,205
VASQUEZ,0.051,25.502,206
CASTILLO,0.051,25.552,207
WHEELER,0.051,25.603,208
CHAPMAN,0.05,25.653,209
OLIVER,0.05,25.703,210
MONTGOMERY,0.049,25.753,211
RICHARDS,0.049,25.802,212
WILLIAMSON,0.049,25.851,213
JOHNSTON,0.049,25.9,214
BANKS,0.048,25.948,215
MEYER,0.048,25.996,216
BISHOP,0.048,26.045,217
MCCOY,0.048,26.093,218
HOWELL,0.048,26.14,219
ALVAREZ,0.048,26.188,220
MORRISON,0.048,26.235,221
HANSEN,0.047,26.283,222
FERNANDEZ,0.047,26.33,223
GARZA,0.047,26.377,224
HARVEY,0.047,26.424,225
LITTLE,0.046,26.47,226
BURTON,0.046,26.516,227
STANLEY,0.046,26.562,228
NGUYEN,0.046,26.608,229
GEORGE,0.046,26.653,230
JACOBS,0.046,26.699,231
REID,0.046,26.745,232
KIM,0.045,26.79,233
FULLER,0.045,26.835,234
LYNCH,0.045,26.88,235
DEAN,0.045,26.925,236
GILBERT,0.045,26.97,237
GARRETT,0.045,27.015,238
ROMERO,0.045,27.059,239
WELCH,0.044,27.104,240
LARSON,0.044,27.148,241
FRAZIER,0.044,27.192,242
BURKE,0.044,27.235,243
HANSON,0.043,27.279,244
DAY,0.043,27.322,245
MENDOZA,0.043,27.365,246
MORENO,0.043,27.407,247
BOWMAN,0.043,27.45,248
MEDINA,0.042,27.492,249
FOWLER,0.042,27.535,250
BREWER,0.042,27.577,251
HOFFMAN,0.042,27.619,252
CARLSON,0.042,27.661,253
SILVA,0.042,27.703,254
PEARSON,0.042,27.744,255
HOLLAND,0.042,27.786,256
DOUGLAS,0.041,27.827,257
FLEMING,0.041,27.868,258
JENSEN,0.041,27.909,259
VARGAS,0.041,27.95,260
BYRD,0.041,27.991,261
DAVIDSON,0.041,28.032,262
HOPKINS,0.041,28.072,263
MAY,0.04,28.113,264
TERRY,0.04,28.153,265
HERRERA,0.04,28.193,266
WADE,0.04,28.233,267
SOTO,0.04,28.273,268
WALTERS,0.04,28.313,269
CURTIS,0.04,28.352,270
NEAL,0.039,28.392,271
CALDWELL,0.039,28.431,272
LOWE,0.039,28.471,273
JENNINGS,0.039,28.51,274
BARNETT,0.039,28.549,275
GRAVES,0.039,28.588,276
JIMENEZ,0.039,28.628,277
HORTON,0.039,28.667,278
SHELTON,0.039,28.706,279
BARRETT,0.039,28.745,280
OBRIEN,0.039,28.783,281
CASTRO,0.039,28.822,282
SUTTON,0.038,28.86,283
GREGORY,0.038,28.899,284
MCKINNEY,0.038,28.937,285
LUCAS,0.038,28.975,286
MILES,0.038,29.013,287
CRAIG,0.038,29.051,288
RODRIQUEZ,0.037,29.088,289
CHAMBERS,0.037,29.126,290
HOLT,0.037,29.163,291
LAMBERT,0.037,29.2,292
FLETCHER,0.037,29.237,293
WATTS,0.037,29.274,294
BATES,0.037,29.311,295
HALE,0.037,29.348,296
RHODES,0.037,29.385,297
PENA,0.037,29.421,298
BECK,0.037,29.458,299
NEWMAN,0.036,29.494,300
HAYNES,0.036,29.531,301
MCDANIEL,0.036,29.567,302
MENDEZ,0.036,29.603,303
BUSH,0.036,29.639,304
VAUGHN,0.036,29.675,305
PARKS,0.035,29.711,306
DAWSON,0.035,29.746,307
SANTIAGO,0.035,29.781,308
NORRIS,0.035,29.817,309
HARDY,0.035,29.852,310
LOVE,0.035,29.887,311
STEELE,0.035,29.921,312
CURRY,0.035,29.956,313
POWERS,0.035,29.991,314
SCHULTZ,0.035,30.025,315
BARKER,0.035,30.06,316
GUZMAN,0.034,30.094,317
PAGE,0.034,30.129,318
MUNOZ,0.034,30.163,319
BALL,0.034,30.197,320
KELLER,0.034,30.231,321
CHANDLER,0.034,30.265,322
WEBER,0.034,30.299,323
LEONARD,0.034,30.333,324
WALSH,0.033,30.366,325
LYONS,0.033,30.4,326
RAMSEY,0.033,30.433,327
WOLFE,0.033,30.466,328
SCHNEIDER,0.033,30.499,329
MULLINS,0.033,30.532,330
BENSON,0.033,30.565,331
SHARP,0.033,30.598,332
BOWEN,0.033,30.631,333
DANIEL,0.033,30.663,334
BARBER,0.032,30.696,335
CUMMINGS,0.032,30.728,336
HINES,0.032,30.76,337
BALDWIN,0.032,30.793,338
GRIFFITH,0.032,30.824,339
VALDEZ,0.032,30.856,340
HUBBARD,0.032,30.888,341
SALAZAR,0.032,30.92,342
REEVES,0.032,30.951,343
WARNER,0.031,30.983,344
STEVENSON,0.031,31.014,345
BURGESS,0.031,31.045,346
SANTOS,0.031,31.076,347
TATE,0.031,31.107,348
CROSS,0.031,31.138,349
GARNER,0.031,31.169,350
MANN,0.031,31.2,351
MACK,0.031,31.231,352
MOSS,0.031,31.262,353
THORNTON,0.031,31.292,354
DENNIS,0.031,31.323,355
MCGEE,0.031,31.354,356
FARMER,0.03,31.384,357
DELGADO,0.03,31.415,358
AGUILAR,0.03,31.445,359
VEGA,0.03,31.475,360
GLOVER,0.03,31.505,361
MANNING,0.03,31.535,362
COHEN,0.03,31.566,363
HARMON,0.03,31.596,364
RODGERS,0.03,31.626,365
ROBBINS,0.03,31.656,366
NEWTON,0.03,31.686,367
TODD,0.03,31.716,368
BLAIR,0.03,31.746,369
HIGGINS,0.03,31.776,370
INGRAM,0.03,31.806,371
REESE,0.03,31.836,372
CANNON,0.03,31.865,373
STRICKLAND,0.03,31.895,374
TOWNSEND,0.03,31.925,375
POTTER,0.03,31.955,376
GOODWIN,0.03,31.984,377
WALTON,0.03,32.014,378
ROWE,0.029,32.043,379
HAMPTON,0.029,32.073,380
ORTEGA,0.029,32.102,381
PATTON,0.029,32.131,382
SWANSON,0.029,32.161,383
JOSEPH,0.029,32.19,384
FRANCIS,0.029,32.219,385
GOODMAN,0.029,32.248,386
MALDONADO,0.029,32.277,387
YATES,0.029,32.305,388
BECKER,0.029,32.334,389
ERICKSON,0.029,32.363,390
HODGES,0.029,32.392,391
RIOS,0.029,32.421,392
CONNER,0.029,32.449,393
ADKINS,0.029,32.478,394
WEBSTER,0.028,32.506,395
NORMAN,0.028,32.535,396
MALONE,0.028,32.563,397
HAMMOND,0.028,32.591,398
FLOWERS,0.028,32.62,399
COBB,0.028,32.648,400
MOODY,0.028,32.676,401
QUINN,0.028,32.704,402
BLAKE,0.028,32.732,403
MAXWELL,0.028,32.759,404
POPE,0.028,32.787,405
FLOYD,0.027,32.814,406
OSBORNE,0.027,32.842,407
PAUL,0.027,32.869,408
MCCARTHY,0.027,32.896,409
GUERRERO,0.027,32.924,410
LINDSEY,0.027,32.951,411
ESTRADA,0.027,32.978,412
SANDOVAL,0.027,33.005,413
GIBBS,0.027,33.032,414
TYLER,0.027,33.059,415
GROSS,0.027,33.086,416
FITZGERALD,0.027,33.113,417
STOKES,0.027,33.14,418
DOYLE,0.027,33.167,419
SHERMAN,0.027,33.193,420
SAUNDERS,0.027,33.22,421
WISE,0.027,33.247,422
COLON,0.027,33.274,423
GILL,0.027,33.3,424
ALVARADO,0.027,33.327,425
GREER,0.026,33.353,426
PADILLA,0.026,33.38,427
SIMON,0.026,33.406,428
WATERS,0.026,33.432,429
NUNEZ,0.026,33.459,430
BALLARD,0.026,33.485,431
SCHWARTZ,0.026,33.511,432
MCBRIDE,0.026,33.536,433
HOUSTON,0.026,33.562,434
CHRISTENSEN,0.026,33.588,435
KLEIN,0.026,33.614,436
PRATT,0.026,33.64,437
BRIGGS,0.026,33.666,438
PARSONS,0.026,33.692,439
MCLAUGHLIN,0.026,33.717,440
ZIMMERMAN,0.026,33.743,441
FRENCH,0.026,33.769,442
BUCHANAN,0.026,33.794,443
MORAN,0.026,33.82,444
COPELAND,0.025,33.845,445
ROY,0.025,33.871,446
PITTMAN,0.025,33.896,447
BRADY,0.025,33.922,448
MCCORMICK,0.025,33.947,449
HOLLOWAY,0.025,33.972,450
BROCK,0.025,33.998,451
POOLE,0.025,34.023,452
FRANK,0.025,34.048,453
LOGAN,0.025,34.073,454
OWEN,0.025,34.098,455
BASS,0.025,34.122,456
MARSH,0.025,34.147,457
DRAKE,0.025,34.172,458
WONG,0.025,34.197,459
JEFFERSON,0.025,34.221,460
PARK,0.025,34.246,461
MORTON,0.025,34.271,462
ABBOTT,0.025,34.295,463
SPARKS,0.025,34.32,464
PATRICK,0.024,34.344,465
NORTON,0.024,34.369,466
HUFF,0.024,34.393,467
CLAYTON,0.024,34.417,468
MASSEY,0.024,34.442,469
LLOYD,0.024,34.466,470
FIGUEROA,0.024,34.49,471
CARSON,0.024,34.514,472
BOWERS,0.024,34.538,473
ROBERSON,0.024,34.563,474
BARTON,0.024,34.587,475
TRAN,0.024,34.611,476
LAMB,0.024,34.635,477
HARRINGTON,0.024,34.659,478
CASEY,0.024,34.683,479
BOONE,0.024,34.706,480
CORTEZ,0.024,34.73,481
CLARKE,0.024,34.754,482
MATHIS,0.024,34.778,483
SINGLETON,0.024,34.801,484
WILKINS,0.024,34.825,485
CAIN,0.024,34.849,486
BRYAN,0.024,34.872,487
UNDERWOOD,0.024,34.896,488
HOGAN,0.024,34.92,489
MCKENZIE,0.023,34.943,490
COLLIER,0.023,34.966,491
LUNA,0.023,34.99,492
PHELPS,0.023,35.013,493
MCGUIRE,0.023,35.036,494
ALLISON,0.023,35.059,495
BRIDGES,0.023,35.083,496
WILKERSON,0.023,35.106,497
NASH,0.023,35.129,498
SUMMERS,0.023,35.152,499
ATKINS,0.023,35.175,500
WILCOX,0.023,35.198,501
PITTS,0.023,35.221,502
CONLEY,0.023,35.244,503
MARQUEZ,0.023,35.267,504
BURNETT,0.023,35.29,505
RICHARD,0.023,35.313,506
COCHRAN,0.023,35.335,507
CHASE,0.023,35.358,508
DAVENPORT,0.023,35.381,509
HOOD,0.023,35.404,510
GATES,0.023,35.427,511
CLAY,0.023,35.449,512
AYALA,0.023,35.472,513
SAWYER,0.023,35.495,514
ROMAN,0.023,35.517,515
VAZQUEZ,0.023,35.54,516
DICKERSON,0.023,35.562,517
HODGE,0.022,35.585,518
ACOSTA,0.022,35.607,519
FLYNN,0.022,35.63,520
ESPINOZA,0.022,35.652,521
NICHOLSON,0.022,35.675,522
MONROE,0.022,35.697,523
WOLF,0.022,35.719,524
MORROW,0.022,35.741,525
KIRK,0.022,35.763,526
RANDALL,0.022,35.785,527
ANTHONY,0.022,35.807,528
WHITAKER,0.022,35.829,529
OCONNOR,0.022,35.851,530
SKINNER,0.022,35.873,531
WARE,0.022,35.895,532
MOLINA,0.022,35.916,533
KIRBY,0.022,35.938,534
HUFFMAN,0.022,35.96,535
BRADFORD,0.022,35.982,536
CHARLES,0.022,36.003,537
GILMORE,0.022,36.025,538
DOMINGUEZ,0.022,36.046,539
ONEAL,0.022,36.068,540
BRUCE,0.022,36.09,541
LANG,0.021,36.111,542
COMBS,0.021,36.132,543
KRAMER,0.021,36.154,544
HEATH,0.021,36.175,545
HANCOCK,0.021,36.196,546
GALLAGHER,0.021,36.218,547
GAINES,0.021,36.239,548
SHAFFER,0.021,36.26,549
SHORT,0.021,36.281,550
WIGGINS,0.021,36.302,551
MATHEWS,0.021,36.323,552
MCCLAIN,0.021,36.344,553
FISCHER,0.021,36.365,554
WALL,0.021,36.386,555
SMALL,0.021,36.407,556
MELTON,0.021,36.428,557
HENSLEY,0.021,36.449,558
BOND,0.021,36.47,559
DYER,0.021,36.491,560
CAMERON,0.021,36.511,561
GRIMES,0.021,36.532,562
CONTRERAS,0.021,36.553,563
CHRISTIAN,0.021,36.573,564
WYATT,0.021,36.594,565
BAXTER,0.021,36.615,566
SNOW,0.021,36.635,567
MOSLEY,0.021,36.656,568
SHEPHERD,0.021,36.677,569
LARSEN,0.021,36.697,570
HOOVER,0.021,36.718,571
BEASLEY,0.02,36.738,572
GLENN,0.02,36.758,573
PETERSEN,0.02,36.779,574
WHITEHEAD,0.02,36.799,575
MEYERS,0.02,36.819,576
KEITH,0.02,36.84,577
GARRISON,0.02,36.86,578
VINCENT,0.02,36.88,579
SHIELDS,0.02,36.9,580
HORN,0.02,36.92,581
SAVAGE,0.02,36.941,582
OLSEN,0.02,36.961,583
SCHROEDER,0.02,36.981,584
HARTMAN,0.02,37.001,585
WOODARD,0.02,37.021,586
MUELLER,0.02,37.041,587
KEMP,0.02,37.061,588
DELEON,0.02,37.081,589
BOOTH,0.02,37.101,590
PATEL,0.02,37.121,591
CALHOUN,0.02,37.14,592
WILEY,0.02,37.16,593
EATON,0.02,37.18,594
CLINE,0.02,37.2,595
NAVARRO,0.02,37.22,596
HARRELL,0.02,37.24,597
LESTER,0.02,37.259,598
HUMPHREY,0.02,37.279,599
PARRISH,0.02,37.299,600
DURAN,0.02,37.318,601
HUTCHINSON,0.02,37.338,602
HESS,0.02,37.358,603
DORSEY,0.02,37.377,604
BULLOCK,0.02,37.397,605
ROBLES,0.02,37.416,606
BEARD,0.019,37.436,607
DALTON,0.019,37.455,608
AVILA,0.019,37.475,609
VANCE,0.019,37.494,610
RICH,0.019,37.514,611
BLACKWELL,0.019,37.533,612
YORK,0.019,37.552,613
JOHNS,0.019,37.572,614
BLANKENSHIP,0.019,37.591,615
TREVINO,0.019,37.61,616
SALINAS,0.019,37.63,617
CAMPOS,0.019,37.649,618
PRUITT,0.019,37.668,619
MOSES,0.019,37.688,620
CALLAHAN,0.019,37.707,621
GOLDEN,0.019,37.726,622
MONTOYA,0.019,37.745,623
HARDIN,0.019,37.764,624
GUERRA,0.019,37.783,625
MCDOWELL,0.019,37.802,626
CAREY,0.019,37.821,627
STAFFORD,0.019,37.84,628
GALLEGOS,0.019,37.859,629
HENSON,0.019,37.878,630
WILKINSON,0.019,37.897,631
BOOKER,0.019,37.916,632
MERRITT,0.019,37.935,633
MIRANDA,0.019,37.953,634
ATKINSON,0.019,37.972,635
ORR,0.019,37.991,636
DECKER,0.019,38.01,637
HOBBS,0.019,38.028,638
PRESTON,0.019,38.047,639
TANNER,0.019,38.066,640
KNOX,0.019,38.084,641
PACHECO,0.019,38.103,642
STEPHENSON,0.018,38.121,643
GLASS,0.018,38.14,644
ROJAS,0.018,38.158,645
SERRANO,0.018,38.176,646
MARKS,0.018,38.195,647
HICKMAN,0.018,38.213,648
ENGLISH,0.018,38.231,649
SWEENEY,0.018,38.249,650
STRONG,0.018,38.267,651
PRINCE,0.018,38.285,652
MCCLURE,0.018,38.304,653
CONWAY,0.018,38.322,654
WALTER,0.018,38.34,655
ROTH,0.018,38.358,656
MAYNARD,0.018,38.376,657
FARRELL,0.018,38.394,658
LOWERY,0.018,38.411,659
HURST,0.018,38.429,660
NIXON,0.018,38.447,661
WEISS,0.018,38.465,662
TRUJILLO,0.018,38.483,663
ELLISON,0.018,38.5,664
SLOAN,0.018,38.518,665
JUAREZ,0.018,38.536,666
WINTERS,0.018,38.553,667
MCLEAN,0.018,38.571,668
RANDOLPH,0.018,38.588,669
LEON,0.018,38.606,670
BOYER,0.018,38.624,671
VILLARREAL,0.018,38.641,672
MCCALL,0.018,38.659,673
GENTRY,0.018,38.676,674
CARRILLO,0.017,38.694,675
KENT,0.017,38.711,676
AYERS,0.017,38.729,677
LARA,0.017,38.746,678
SHANNON,0.017,38.763,679
SEXTON,0.017,38.781,680
PACE,0.017,38.798,681
HULL,0.017,38.815,682
LEBLANC,0.017,38.833,683
BROWNING,0.017,38.85,684
VELASQUEZ,0.017,38.867,685
LEACH,0.017,38.884,686
CHANG,0.017,38.901,687
HOUSE,0.017,38.918,688
SELLERS,0.017,38.936,689
HERRING,0.017,38.953,690
NOBLE,0.017,38.97,691
FOLEY,0.017,38.987,692
BARTLETT,0.017,39.004,693
MERCADO,0.017,39.021,694
LANDRY,0.017,39.037,695
DURHAM,0.017,39.054,696
WALLS,0.017,39.071,697
BARR,0.017,39.088,698
MCKEE,0.017,39.105,699
BAUER,0.017,39.122,700
RIVERS,0.017,39.139,701
EVERETT,0.017,39.155,702
BRADSHAW,0.017,39.172,703
PUGH,0.017,39.189,704
VELEZ,0.017,39.206,705
RUSH,0.017,39.222,706
ESTES,0.017,39.239,707
DODSON,0.017,39.255,708
MORSE,0.017,39.272,709
SHEPPARD,0.017,39.289,710
WEEKS,0.017,39.305,711
CAMACHO,0.017,39.322,712
BEAN,0.017,39.338,713
BARRON,0.017,39.355,714
LIVINGSTON,0.017,39.371,715
MIDDLETON,0.016,39.388,716
SPEARS,0.016,39.404,717
BRANCH,0.016,39.42,718
BLEVINS,0.016,39.437,719
CHEN,0.016,39.453,720
KERR,0.016,39.469,721
MCCONNELL,0.016,39.486,722
HATFIELD,0.016,39.502,723
HARDING,0.016,39.518,724
ASHLEY,0.016,39.535,725
SOLIS,0.016,39.551,726
HERMAN,0.016,39.567,727
FROST,0.016,39.583,728
GILES,0.016,39.599,729
BLACKBURN,0.016,39.616,730
WILLIAM,0.016,39.632,731
PENNINGTON,0.016,39.648,732
WOODWARD,0.016,39.664,733
FINLEY,0.016,39.68,734
MCINTOSH,0.016,39.696,735
KOCH,0.016,39.713,736
BEST,0.016,39.729,737
SOLOMON,0.016,39.745,738
MCCULLOUGH,0.016,39.761,739
DUDLEY,0.016,39.777,740
NOLAN,0.016,39.793,741
BLANCHARD,0.016,39.809,742
RIVAS,0.016,39.825,743
BRENNAN,0.016,39.841,744
MEJIA,0.016,39.856,745
KANE,0.016,39.872,746
BENTON,0.016,39.888,747
JOYCE,0.016,39.904,748
BUCKLEY,0.016,39.92,749
HALEY,0.016,39.936,750
VALENTINE,0.016,39.952,751
MADDOX,0.016,39.967,752
RUSSO,0.016,39.983,753
MCKNIGHT,0.016,39.999,754
BUCK,0.016,40.015,755
MOON,0.016,40.03,756
MCMILLAN,0.016,40.046,757
CROSBY,0.016,40.062,758
BERG,0.016,40.077,759
DOTSON,0.016,40.093,760
MAYS,0.016,40.109,761
ROACH,0.016,40.124,762
CHURCH,0.016,40.14,763
CHAN,0.016,40.155,764
RICHMOND,0.016,40.171,765
MEADOWS,0.016,40.187,766
FAULKNER,0.016,40.202,767
ONEILL,0.016,40.218,768
KNAPP,0.016,40.233,769
KLINE,0.015,40.248,770
BARRY,0.015,40.264,771
OCHOA,0.015,40.279,772
JACOBSON,0.015,40.295,773
GAY,0.015,40.31,774
AVERY,0.015,40.326,775
HENDRICKS,0.015,40.341,776
HORNE,0.015,40.356,777
SHEPARD,0.015,40.372,778
HEBERT,0.015,40.387,779
CHERRY,0.015,40.402,780
CARDENAS,0.015,40.418,781
MCINTYRE,0.015,40.433,782
WHITNEY,0.015,40.448,783
WALLER,0.015,40.463,784
HOLMAN,0.015,40.478,785
DONALDSON,0.015,40.494,786
CANTU,0.015,40.509,787
TERRELL,0.015,40.524,788
MORIN,0.015,40.539,789
GILLESPIE,0.015,40.555,790
FUENTES,0.015,40.57,791
TILLMAN,0.015,40.585,792
SANFORD,0.015,40.6,793
BENTLEY,0.015,40.615,794
PECK,0.015,40.63,795
KEY,0.015,40.645,796
SALAS,0.015,40.66,797
ROLLINS,0.015,40.676,798
GAMBLE,0.015,40.691,799
DICKSON,0.015,40.706,800
BATTLE,0.015,40.721,801
SANTANA,0.015,40.736,802
CABRERA,0.015,40.751,803
CERVANTES,0.015,40.766,804
HOWE,0.015,40.781,805
HINTON,0.015,40.796,806
HURLEY,0.015,40.811,807
SPENCE,0.015,40.825,808
ZAMORA,0.015,40.84,809
YANG,0.015,40.855,810
MCNEIL,0.015,40.87,811
SUAREZ,0.015,40.885,812
CASE,0.015,40.9,813
PETTY,0.015,40.915,814
GOULD,0.015,40.929,815
MCFARLAND,0.015,40.944,816
SAMPSON,0.015,40.959,817
CARVER,0.015,40.974,818
BRAY,0.015,40.989,819
ROSARIO,0.015,41.003,820
MACDONALD,0.015,41.018,821
STOUT,0.015,41.033,822
HESTER,0.015,41.047,823
MELENDEZ,0.015,41.062,824
DILLON,0.015,41.077,825
FARLEY,0.015,41.091,826
HOPPER,0.015,41.106,827
GALLOWAY,0.015,41.121,828
POTTS,0.015,41.135,829
BERNARD,0.015,41.15,830
JOYNER,0.014,41.164,831
STEIN,0.014,41.179,832
AGUIRRE,0.014,41.193,833
OSBORN,0.014,41.208,834
MERCER,0.014,41.222,835
BENDER,0.014,41.236,836
FRANCO,0.014,41.251,837
ROWLAND,0.014,41.265,838
SYKES,0.014,41.28,839
BENJAMIN,0.014,41.294,840
TRAVIS,0.014,41.308,841
PICKETT,0.014,41.323,842
CRANE,0.014,41.337,843
SEARS,0.014,41.351,844
MAYO,0.014,41.365,845
DUNLAP,0.014,41.379,846
HAYDEN,0.014,41.394,847
WILDER,0.014,41.408,848
MCKAY,0.014,41.422,849
COFFEY,0.014,41.436,850
MCCARTY,0.014,41.45,851
EWING,0.014,41.464,852
COOLEY,0.014,41.478,853
VAUGHAN,0.014,41.492,854
BONNER,0.014,41.506,855
COTTON,0.014,41.52,856
HOLDER,0.014,41.534,857
STARK,0.014,41.548,858
FERRELL,0.014,41.562,859
CANTRELL,0.014,41.575,860
FULTON,0.014,41.589,861
LYNN,0.014,41.603,862
LOTT,0.014,41.617,863
CALDERON,0.014,41.631,864
ROSA,0.014,41.644,865
POLLARD,0.014,41.658,866
HOOPER,0.014,41.672,867
BURCH,0.014,41.686,868
MULLEN,0.014,41.7,869
FRY,0.014,41.713,870
RIDDLE,0.014,41.727,871
LEVY,0.014,41.741,872
DAVID,0.014,41.754,873
DUKE,0.014,41.768,874
ODONNELL,0.014,41.782,875
GUY,0.014,41.795,876
MICHAEL,0.014,41.809,877
BRITT,0.014,41.823,878
FREDERICK,0.014,41.836,879
DAUGHERTY,0.014,41.85,880
BERGER,0.014,41.864,881
DILLARD,0.014,41.877,882
ALSTON,0.014,41.891,883
JARVIS,0.014,41.904,884
FRYE,0.014,41.918,885
RIGGS,0.014,41.932,886
